Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-03-27,PK,Pakistan,EMRO,4368,645356,63,14091
2021-03-28,PK,Pakistan,EMRO,4468,649824,67,14158
2021-03-29,PK,Pakistan,EMRO,4767,654591,57,14215
2021-03-30,PK,Pakistan,EMRO,4525,659116,41,14256
2021-03-31,PK,Pakistan,EMRO,4084,663200,100,14356
2021-04-01,PK,Pakistan,EMRO,4757,667957,78,14434
2021-04-02,PK,Pakistan,EMRO,4974,672931,96,14530
2021-04-03,PK,Pakistan,EMRO,5234,678165,83,14613
2021-04-04,PK,Pakistan,EMRO,4723,682888,84,14697
2021-04-05,PK,Pakistan,EMRO,5020,687908,81,14778
2021-04-06,PK,Pakistan,EMRO,4323,692231,43,14821
2021-04-07,PK,Pakistan,EMRO,3953,696184,103,14924
2021-04-08,PK,Pakistan,EMRO,4004,700188,102,15026
2021-04-09,PK,Pakistan,EMRO,5329,705517,98,15124
2021-04-10,PK,Pakistan,EMRO,5312,710829,105,15229
2021-04-11,PK,Pakistan,EMRO,5139,715968,100,15329
2021-04-12,PK,Pakistan,EMRO,5050,721018,114,15443
2021-04-13,PK,Pakistan,EMRO,4584,725602,58,15501
2021-04-14,PK,Pakistan,EMRO,4318,729920,118,15619
2021-04-15,PK,Pakistan,EMRO,4503,734423,135,15754
2021-04-16,PK,Pakistan,EMRO,5395,739818,118,15872
2021-04-17,PK,Pakistan,EMRO,5364,745182,110,15982
2021-04-18,PK,Pakistan,EMRO,4976,750158,112,16094
2021-04-19,PK,Pakistan,EMRO,6127,756285,149,16243
2021-04-20,PK,Pakistan,EMRO,5152,761437,73,16316
2021-04-21,PK,Pakistan,EMRO,5445,766882,137,16453
2021-04-22,PK,Pakistan,EMRO,5499,772381,147,16600
2021-04-23,PK,Pakistan,EMRO,5857,778238,98,16698
2021-04-24,PK,Pakistan,EMRO,5870,784108,144,16842
2021-04-25,PK,Pakistan,EMRO,5908,790016,157,16999
2021-04-26,PK,Pakistan,EMRO,5611,795627,118,17117
2021-04-27,PK,Pakistan,EMRO,4825,800452,70,17187
2021-04-28,PK,Pakistan,EMRO,4487,804939,142,17329
2021-04-29,PK,Pakistan,EMRO,5292,810231,201,17530
2021-04-30,PK,Pakistan,EMRO,5480,815711,150,17680
2021-05-01,PK,Pakistan,EMRO,5112,820823,131,17811
2021-05-02,PK,Pakistan,EMRO,4696,825519,146,17957
2021-05-03,PK,Pakistan,EMRO,4414,829933,113,18070
2021-05-04,PK,Pakistan,EMRO,4213,834146,79,18149
2021-05-05,PK,Pakistan,EMRO,3377,837523,161,18310
2021-05-06,PK,Pakistan,EMRO,4113,841636,119,18429
2021-05-07,PK,Pakistan,EMRO,4197,845833,108,18537
2021-05-08,PK,Pakistan,EMRO,4298,850131,140,18677
2021-05-09,PK,Pakistan,EMRO,4109,854240,120,18797
2021-05-10,PK,Pakistan,EMRO,3786,858026,118,18915
2021-05-11,PK,Pakistan,EMRO,3447,861473,78,18993
2021-05-12,PK,Pakistan,EMRO,3084,864557,113,19106
2021-05-13,PK,Pakistan,EMRO,2881,867438,104,19210
2021-05-14,PK,Pakistan,EMRO,3265,870703,126,19336
2021-05-15,PK,Pakistan,EMRO,2517,873220,48,19384
2021-05-16,PK,Pakistan,EMRO,1531,874751,83,19467
2021-05-17,PK,Pakistan,EMRO,2379,877130,76,19543
2021-05-18,PK,Pakistan,EMRO,3232,880362,74,19617
2021-05-19,PK,Pakistan,EMRO,2566,882928,135,19752
2021-05-20,PK,Pakistan,EMRO,3256,886184,104,19856
2021-05-21,PK,Pakistan,EMRO,4207,890391,131,19987
2021-05-22,PK,Pakistan,EMRO,3070,893461,102,20089
2021-05-23,PK,Pakistan,EMRO,4007,897468,88,20177
2021-05-24,PK,Pakistan,EMRO,3084,900552,74,20251
2021-05-25,PK,Pakistan,EMRO,3047,903599,57,20308
2021-05-26,PK,Pakistan,EMRO,2253,905852,92,20400
2021-05-27,PK,Pakistan,EMRO,2724,908576,65,20465
2021-05-28,PK,Pakistan,EMRO,2726,911302,75,20540
2021-05-29,PK,Pakistan,EMRO,2482,913784,67,20607
2021-05-30,PK,Pakistan,EMRO,2455,916239,73,20680
2021-05-31,PK,Pakistan,EMRO,2697,918936,56,20736
2021-06-01,PK,Pakistan,EMRO,2117,921053,43,20779
2021-06-02,PK,Pakistan,EMRO,1771,922824,71,20850
2021-06-03,PK,Pakistan,EMRO,1843,924667,80,20930
2021-06-04,PK,Pakistan,EMRO,2028,926695,92,21022
2021-06-05,PK,Pakistan,EMRO,1893,928588,83,21105
2021-06-06,PK,Pakistan,EMRO,1923,930511,84,21189
2021-06-07,PK,Pakistan,EMRO,1629,932140,76,21265
2021-06-08,PK,Pakistan,EMRO,1490,933630,58,21323
2021-06-09,PK,Pakistan,EMRO,1383,935013,53,21376
2021-06-10,PK,Pakistan,EMRO,1118,936131,77,21453
2021-06-11,PK,Pakistan,EMRO,1303,937434,76,21529
2021-06-12,PK,Pakistan,EMRO,1303,938737,47,21576
2021-06-13,PK,Pakistan,EMRO,1194,939931,57,21633
2021-06-14,PK,Pakistan,EMRO,1239,941170,56,21689
2021-06-15,PK,Pakistan,EMRO,1019,942189,34,21723
2021-06-16,PK,Pakistan,EMRO,838,943027,59,21782
2021-06-17,PK,Pakistan,EMRO,1038,944065,46,21828
2021-06-18,PK,Pakistan,EMRO,1119,945184,46,21874
2021-06-19,PK,Pakistan,EMRO,1043,946227,39,21913
2021-06-20,PK,Pakistan,EMRO,991,947218,27,21940
2021-06-21,PK,Pakistan,EMRO,1050,948268,37,21977
2021-06-22,PK,Pakistan,EMRO,907,949175,30,22007
2021-06-23,PK,Pakistan,EMRO,663,949838,27,22034
2021-06-24,PK,Pakistan,EMRO,930,950768,39,22073
2021-06-25,PK,Pakistan,EMRO,1097,951865,35,22108
2021-06-26,PK,Pakistan,EMRO,1052,952917,44,22152
2021-06-27,PK,Pakistan,EMRO,925,953842,36,22188
2021-06-28,PK,Pakistan,EMRO,901,954743,23,22211
2021-06-29,PK,Pakistan,EMRO,914,955657,20,22231
2021-06-30,PK,Pakistan,EMRO,735,956392,23,22254
2021-07-01,PK,Pakistan,EMRO,979,957371,27,22281
2021-07-02,PK,Pakistan,EMRO,1037,958408,40,22321
2021-07-03,PK,Pakistan,EMRO,1277,959685,24,22345
2021-07-04,PK,Pakistan,EMRO,1400,961085,34,22379
2021-07-05,PK,Pakistan,EMRO,1228,962313,29,22408
2021-07-06,PK,Pakistan,EMRO,1347,963660,19,22427
2021-07-07,PK,Pakistan,EMRO,830,964490,25,22452
2021-07-08,PK,Pakistan,EMRO,1517,966007,17,22469
2021-07-09,PK,Pakistan,EMRO,1626,967633,24,22493
2021-07-10,PK,Pakistan,EMRO,1843,969476,27,22520
2021-07-11,PK,Pakistan,EMRO,1828,971304,35,22555
2021-07-12,PK,Pakistan,EMRO,1980,973284,27,22582
2021-07-13,PK,Pakistan,EMRO,1808,975092,15,22597
2021-07-14,PK,Pakistan,EMRO,1590,976682,21,22618
2021-07-15,PK,Pakistan,EMRO,1980,978662,24,22642
2021-07-16,PK,Pakistan,EMRO,2545,981207,47,22689
2021-07-17,PK,Pakistan,EMRO,2327,983534,31,22720
2021-07-18,PK,Pakistan,EMRO,3134,986668,40,22760
2021-07-19,PK,Pakistan,EMRO,2607,989275,21,22781
2021-07-20,PK,Pakistan,EMRO,2452,991727,30,22811
2021-07-21,PK,Pakistan,EMRO,2145,993872,37,22848
2021-07-22,PK,Pakistan,EMRO,2579,996451,40,22888
2021-07-23,PK,Pakistan,EMRO,2158,998609,40,22928
2021-07-24,PK,Pakistan,EMRO,1425,1000034,11,22939
2021-07-25,PK,Pakistan,EMRO,1841,1001875,32,22971
2021-07-26,PK,Pakistan,EMRO,2819,1004694,45,23016
2021-07-27,PK,Pakistan,EMRO,3752,1008446,32,23048
2021-07-28,PK,Pakistan,EMRO,3262,1011708,39,23087
2021-07-29,PK,Pakistan,EMRO,4119,1015827,46,23133
2021-07-30,PK,Pakistan,EMRO,4497,1020324,76,23209
2021-07-31,PK,Pakistan,EMRO,4537,1024861,86,23295
2021-08-01,PK,Pakistan,EMRO,4950,1029811,65,23360
2021-08-02,PK,Pakistan,EMRO,5026,1034837,62,23422
2021-08-03,PK,Pakistan,EMRO,4858,1039695,40,23462
2021-08-04,PK,Pakistan,EMRO,3582,1043277,67,23529
2021-08-05,PK,Pakistan,EMRO,4722,1047999,46,23575
2021-08-06,PK,Pakistan,EMRO,5661,1053660,60,23635
2021-08-07,PK,Pakistan,EMRO,4745,1058405,67,23702
2021-08-08,PK,Pakistan,EMRO,4720,1063125,95,23797
2021-08-09,PK,Pakistan,EMRO,4455,1067580,68,23865
2021-08-10,PK,Pakistan,EMRO,4040,1071620,53,23918
2021-08-11,PK,Pakistan,EMRO,3884,1075504,86,24004
2021-08-12,PK,Pakistan,EMRO,4856,1080360,81,24085
2021-08-13,PK,Pakistan,EMRO,4934,1085294,102,24187
2021-08-14,PK,Pakistan,EMRO,4619,1089913,79,24266
2021-08-15,PK,Pakistan,EMRO,4786,1094699,73,24339
2021-08-16,PK,Pakistan,EMRO,3711,1098410,67,24406
2021-08-17,PK,Pakistan,EMRO,3669,1102079,72,24478
2021-08-18,PK,Pakistan,EMRO,3221,1105300,95,24573
2021-08-19,PK,Pakistan,EMRO,3974,1109274,66,24639
2021-08-20,PK,Pakistan,EMRO,4373,1113647,74,24713
2021-08-21,PK,Pakistan,EMRO,3239,1116886,70,24783
2021-08-22,PK,Pakistan,EMRO,3084,1119970,65,24848
2021-08-23,PK,Pakistan,EMRO,3842,1123812,75,24923
2021-08-24,PK,Pakistan,EMRO,3772,1127584,80,25003
2021-08-25,PK,Pakistan,EMRO,4075,1131659,91,25094
2021-08-26,PK,Pakistan,EMRO,4199,1135858,141,25235
2021-08-27,PK,Pakistan,EMRO,4553,1140411,85,25320
2021-08-28,PK,Pakistan,EMRO,4056,1144467,95,25415
2021-08-29,PK,Pakistan,EMRO,4105,1148572,120,25535
2021-08-30,PK,Pakistan,EMRO,3909,1152481,69,25604
2021-08-31,PK,Pakistan,EMRO,3800,1156281,66,25670
2021-09-01,PK,Pakistan,EMRO,3838,1160119,118,25788
2021-09-02,PK,Pakistan,EMRO,3559,1163678,101,25889
2021-09-03,PK,Pakistan,EMRO,4103,1167781,89,25978
2021-09-04,PK,Pakistan,EMRO,3787,1171568,57,26035
2021-09-05,PK,Pakistan,EMRO,3980,1175548,79,26114
2021-09-06,PK,Pakistan,EMRO,3757,1179305,61,26175
2021-09-07,PK,Pakistan,EMRO,3613,1182918,57,26232
2021-09-08,PK,Pakistan,EMRO,3316,1186234,98,26330
2021-09-09,PK,Pakistan,EMRO,3902,1190136,83,26413
2021-09-10,PK,Pakistan,EMRO,4062,1194198,84,26497
2021-09-11,PK,Pakistan,EMRO,3689,1197887,83,26580
2021-09-12,PK,Pakistan,EMRO,3480,1201367,82,26662
2021-09-13,PK,Pakistan,EMRO,3153,1204520,58,26720
2021-09-14,PK,Pakistan,EMRO,2988,1207508,67,26787
2021-09-15,PK,Pakistan,EMRO,2574,1210082,78,26865
2021-09-16,PK,Pakistan,EMRO,2727,1212809,73,26938
2021-09-17,PK,Pakistan,EMRO,3012,1215821,66,27004
2021-09-18,PK,Pakistan,EMRO,2928,1218749,68,27072
2021-09-19,PK,Pakistan,EMRO,2512,1221261,63,27135
2021-09-20,PK,Pakistan,EMRO,2580,1223841,71,27206
2021-09-21,PK,Pakistan,EMRO,2167,1226008,40,27246
2021-09-22,PK,Pakistan,EMRO,1897,1227905,81,27327
2021-09-23,PK,Pakistan,EMRO,2333,1230238,47,27374
2021-09-24,PK,Pakistan,EMRO,2357,1232595,58,27432
2021-09-25,PK,Pakistan,EMRO,2233,1234828,50,27482
2021-09-26,PK,Pakistan,EMRO,2060,1236888,42,27524
2021-09-27,PK,Pakistan,EMRO,1780,1238668,42,27566
2021-09-28,PK,Pakistan,EMRO,1757,1240425,31,27597
2021-09-29,PK,Pakistan,EMRO,1400,1241825,41,27638
2021-09-30,PK,Pakistan,EMRO,1560,1243385,52,27690
2021-10-01,PK,Pakistan,EMRO,1742,1245127,39,27729
2021-10-02,PK,Pakistan,EMRO,1411,1246538,56,27785
2021-10-03,PK,Pakistan,EMRO,1664,1248202,46,27831
2021-10-04,PK,Pakistan,EMRO,1656,1249858,35,27866
2021-10-05,PK,Pakistan,EMRO,1490,1251348,27,27893
2021-10-06,PK,Pakistan,EMRO,1308,1252656,54,27947
2021-10-07,PK,Pakistan,EMRO,1212,1253868,39,27986
2021-10-08,PK,Pakistan,EMRO,1453,1255321,46,28032
2021-10-09,PK,Pakistan,EMRO,912,1256233,26,28058
2021-10-10,PK,Pakistan,EMRO,955,1257188,29,28087
2021-10-11,PK,Pakistan,EMRO,767,1257955,19,28106
2021-10-12,PK,Pakistan,EMRO,1004,1258959,28,28134
2021-10-13,PK,Pakistan,EMRO,689,1259648,18,28152
2021-10-14,PK,Pakistan,EMRO,1021,1260669,21,28173
2021-10-15,PK,Pakistan,EMRO,1016,1261685,28,28201
2021-10-16,PK,Pakistan,EMRO,1086,1262771,27,28228
2021-10-17,PK,Pakistan,EMRO,893,1263664,24,28252
2021-10-18,PK,Pakistan,EMRO,720,1264384,17,28269
2021-10-19,PK,Pakistan,EMRO,663,1265047,11,28280
2021-10-20,PK,Pakistan,EMRO,603,1265650,20,28300
2021-10-21,PK,Pakistan,EMRO,554,1266204,12,28312
2021-10-22,PK,Pakistan,EMRO,622,1266826,16,28328
2021-10-23,PK,Pakistan,EMRO,567,1267393,16,28344
2021-10-24,PK,Pakistan,EMRO,552,1267945,15,28359
2021-10-25,PK,Pakistan,EMRO,591,1268536,18,28377
2021-10-26,PK,Pakistan,EMRO,698,1269234,9,28386
2021-10-27,PK,Pakistan,EMRO,572,1269806,6,28392
2021-10-28,PK,Pakistan,EMRO,516,1270322,13,28405
2021-10-29,PK,Pakistan,EMRO,705,1271027,9,28414
2021-10-30,PK,Pakistan,EMRO,660,1271687,15,28429
2021-10-31,PK,Pakistan,EMRO,658,1272345,10,28439
2021-11-01,PK,Pakistan,EMRO,733,1273078,10,28449
2021-11-02,PK,Pakistan,EMRO,482,1273560,7,28456
