Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2023-01-11,PK,Pakistan,EMRO,7,1575976,0,30639
2023-01-12,PK,Pakistan,EMRO,15,1575991,0,30639
2023-01-13,PK,Pakistan,EMRO,26,1576017,0,30639
2023-01-14,PK,Pakistan,EMRO,20,1576037,0,30639
2023-01-15,PK,Pakistan,EMRO,0,1576037,0,30639
2023-01-16,PK,Pakistan,EMRO,32,1576069,1,30640
2023-01-17,PK,Pakistan,EMRO,11,1576080,0,30640
2023-01-18,PK,Pakistan,EMRO,5,1576085,0,30640
2023-01-19,PK,Pakistan,EMRO,24,1576109,0,30640
2023-01-20,PK,Pakistan,EMRO,17,1576126,0,30640
2023-01-21,PK,Pakistan,EMRO,40,1576166,0,30640
2023-01-22,PK,Pakistan,EMRO,9,1576175,0,30640
2023-01-23,PK,Pakistan,EMRO,0,1576175,0,30640
2023-01-24,PK,Pakistan,EMRO,10,1576185,0,30640
2023-01-25,PK,Pakistan,EMRO,3,1576188,0,30640
2023-01-26,PK,Pakistan,EMRO,12,1576200,0,30640
2023-01-27,PK,Pakistan,EMRO,21,1576221,0,30640
2023-01-28,PK,Pakistan,EMRO,14,1576235,0,30640
2023-01-29,PK,Pakistan,EMRO,0,1576235,0,30640
2023-01-30,PK,Pakistan,EMRO,0,1576235,0,30640
2023-01-31,PK,Pakistan,EMRO,0,1576235,0,30640
2023-02-01,PK,Pakistan,EMRO,58,1576293,0,30640
2023-02-02,PK,Pakistan,EMRO,19,1576312,0,30640
2023-02-03,PK,Pakistan,EMRO,19,1576331,0,30640
2023-02-04,PK,Pakistan,EMRO,12,1576343,0,30640
2023-02-05,PK,Pakistan,EMRO,0,1576343,0,30640
2023-02-06,PK,Pakistan,EMRO,0,1576343,0,30640
2023-02-07,PK,Pakistan,EMRO,54,1576397,0,30640
2023-02-08,PK,Pakistan,EMRO,29,1576426,0,30640
2023-02-09,PK,Pakistan,EMRO,0,1576426,0,30640
2023-02-10,PK,Pakistan,EMRO,17,1576443,0,30640
2023-02-11,PK,Pakistan,EMRO,51,1576494,0,30640
2023-02-12,PK,Pakistan,EMRO,22,1576516,0,30640
2023-02-13,PK,Pakistan,EMRO,22,1576538,0,30640
2023-02-14,PK,Pakistan,EMRO,0,1576538,0,30640
2023-02-15,PK,Pakistan,EMRO,13,1576551,0,30640
2023-02-16,PK,Pakistan,EMRO,21,1576572,0,30640
2023-02-17,PK,Pakistan,EMRO,31,1576603,1,30641
2023-02-18,PK,Pakistan,EMRO,37,1576640,0,30641
2023-02-19,PK,Pakistan,EMRO,17,1576657,0,30641
2023-02-20,PK,Pakistan,EMRO,30,1576687,0,30641
2023-02-21,PK,Pakistan,EMRO,17,1576704,0,30641
2023-02-22,PK,Pakistan,EMRO,32,1576736,0,30641
2023-02-23,PK,Pakistan,EMRO,0,1576736,0,30641
2023-02-24,PK,Pakistan,EMRO,59,1576795,0,30641
2023-02-25,PK,Pakistan,EMRO,0,1576795,0,30641
2023-02-26,PK,Pakistan,EMRO,120,1576915,2,30643
2023-02-27,PK,Pakistan,EMRO,23,1576938,0,30643
2023-02-28,PK,Pakistan,EMRO,23,1576961,0,30643
2023-03-01,PK,Pakistan,EMRO,37,1576998,0,30643
2023-03-02,PK,Pakistan,EMRO,32,1577030,0,30643
2023-03-03,PK,Pakistan,EMRO,0,1577030,0,30643
2023-03-04,PK,Pakistan,EMRO,42,1577072,0,30643
2023-03-05,PK,Pakistan,EMRO,0,1577072,0,30643
2023-03-06,PK,Pakistan,EMRO,91,1577163,0,30643
2023-03-07,PK,Pakistan,EMRO,50,1577213,0,30643
2023-03-08,PK,Pakistan,EMRO,0,1577213,0,30643
2023-03-09,PK,Pakistan,EMRO,30,1577243,0,30643
2023-03-10,PK,Pakistan,EMRO,45,1577288,1,30644
2023-03-11,PK,Pakistan,EMRO,194,1577482,0,30644
2023-03-12,PK,Pakistan,EMRO,77,1577559,1,30645
2023-03-13,PK,Pakistan,EMRO,87,1577646,0,30645
2023-03-14,PK,Pakistan,EMRO,0,1577646,0,30645
2023-03-15,PK,Pakistan,EMRO,53,1577699,0,30645
2023-03-16,PK,Pakistan,EMRO,85,1577784,0,30645
2023-03-17,PK,Pakistan,EMRO,129,1577913,0,30645
2023-03-18,PK,Pakistan,EMRO,242,1578155,0,30645
2023-03-19,PK,Pakistan,EMRO,103,1578258,0,30645
2023-03-20,PK,Pakistan,EMRO,100,1578358,0,30645
2023-03-21,PK,Pakistan,EMRO,0,1578358,0,30645
2023-03-22,PK,Pakistan,EMRO,105,1578463,0,30645
2023-03-23,PK,Pakistan,EMRO,136,1578599,1,30646
2023-03-24,PK,Pakistan,EMRO,0,1578599,0,30646
2023-03-25,PK,Pakistan,EMRO,0,1578599,0,30646
2023-03-26,PK,Pakistan,EMRO,0,1578599,0,30646
2023-03-27,PK,Pakistan,EMRO,0,1578599,0,30646
2023-03-28,PK,Pakistan,EMRO,646,1579245,3,30649
2023-03-29,PK,Pakistan,EMRO,50,1579295,0,30649
2023-03-30,PK,Pakistan,EMRO,109,1579404,0,30649
2023-03-31,PK,Pakistan,EMRO,115,1579519,0,30649
2023-04-01,PK,Pakistan,EMRO,185,1579704,0,30649
2023-04-02,PK,Pakistan,EMRO,55,1579759,0,30649
2023-04-03,PK,Pakistan,EMRO,55,1579814,0,30649
2023-04-04,PK,Pakistan,EMRO,0,1579814,0,30649
2023-04-05,PK,Pakistan,EMRO,0,1579814,0,30649
2023-04-06,PK,Pakistan,EMRO,0,1579814,0,30649
